,x
34374_g_at,-0.148949982
34423_at,-0.149341046
101_at,-0.149529004
33679_f_at,-0.149627696
40345_at,-0.149649864
37662_at,-0.149741029
37965_at,-0.149742139
31393_r_at,-0.149765104
36084_at,-0.149767539
32953_at,-0.150065695
36599_at,-0.150087187
34794_r_at,-0.150206214
36266_at,-0.150231114
1427_g_at,-0.150435708
33267_at,-0.150676878
40641_at,-0.15072406
38268_at,-0.150912643
532_at,-0.151028304
35282_r_at,-0.151029809
33778_at,-0.151287027
41308_at,-0.15226292
571_at,-0.152430234
36823_at,-0.152607611
40738_at,-0.152649547
34084_at,-0.152718915
40236_at,-0.152737327
38791_at,-0.152815333
41404_at,-0.152932366
37291_r_at,-0.153036388
39890_at,-0.153128065
38516_at,-0.153142546
33358_at,-0.153225158
39320_at,-0.153407146
33977_at,-0.153609598
37190_at,-0.15365655
34117_at,-0.153839748
38129_at,-0.153951117
32078_at,-0.153981743
877_at,-0.154116235
35588_at,-0.15412452
41495_at,-0.154257529
38931_at,-0.154352927
523_s_at,-0.154481643
35305_at,-0.154660284
41753_at,-0.154758629
32917_at,-0.154795492
37451_at,-0.154830647
41132_r_at,-0.154966115
721_g_at,-0.155159023
1587_at,-0.155355013
41529_g_at,-0.155401166
39250_at,-0.155408923
260_at,-0.155447716
1130_at,-0.15545002
40484_g_at,-0.155595297
38348_at,-0.156036823
1613_s_at,-0.156040415
1532_g_at,-0.156070146
1247_g_at,-0.156324745
39291_at,-0.156354343
37369_s_at,-0.15662446
39835_at,-0.156799472
31673_s_at,-0.156831263
36993_at,-0.156963432
38182_at,-0.156988615
37915_at,-0.157009253
38131_at,-0.157021085
35886_at,-0.157146837
36256_at,-0.157305796
39020_at,-0.157318252
40455_at,-0.157483068
36340_at,-0.157499074
32740_at,-0.15754479
1796_s_at,-0.157552427
36279_at,-0.157571592
31773_at,-0.157666433
1362_s_at,-0.157726371
39054_at,-0.158388769
40879_at,-0.158421742
39628_at,-0.158518738
2050_s_at,-0.159069423
37288_g_at,-0.159402483
35485_at,-0.159784528
32969_r_at,-0.159816347
38843_at,-0.159956012
39148_s_at,-0.159978291
34874_at,-0.159981637
35465_at,-0.160263153
36699_at,-0.16030003
1619_g_at,-0.160319396
33361_at,-0.160363308
263_g_at,-0.16056888
34702_f_at,-0.160887222
37488_at,-0.160905906
35150_at,-0.160914422
34769_at,-0.161112413
37456_at,-0.161144274
303_at,-0.161158266
970_r_at,-0.16138635
1971_g_at,-0.161577399
41810_at,-0.161781814
35527_at,-0.162029845
40219_at,-0.162058306
38153_at,-0.162168338
32782_r_at,-0.162177426
40075_at,-0.162208178
41159_at,-0.162306925
39569_at,-0.162993454
36364_at,-0.16365439
37676_at,-0.163706226
36596_r_at,-0.163834647
33189_at,-0.163924536
1601_s_at,-0.163929442
39128_r_at,-0.163976727
37039_at,-0.164000945
37554_at,-0.164090519
31822_at,-0.164224874
37831_at,-0.164227922
374_f_at,-0.164292165
39947_at,-0.164304074
35998_at,-0.164587862
38219_at,-0.164637599
38266_at,-0.164709698
39627_at,-0.164900366
39924_at,-0.165197744
33727_r_at,-0.165215566
37316_r_at,-0.165510677
31926_at,-0.165770252
36564_at,-0.165861386
41365_at,-0.165927583
33311_at,-0.165937892
34766_r_at,-0.166023067
41723_s_at,-0.166381815
41828_at,-0.166382489
39100_at,-0.166492397
37296_at,-0.166697493
40290_f_at,-0.166723643
1973_s_at,-0.166932565
36351_at,-0.167136912
39448_r_at,-0.167262201
33905_at,-0.167450058
33340_at,-0.16756546
38670_at,-0.167731933
32196_at,-0.167795196
39248_at,-0.167885836
37533_r_at,-0.167936137
35033_at,-0.168207637
AFFX-M27830_3_at,-0.168247903
33349_at,-0.16869491
37571_at,-0.168801995
34495_r_at,-0.168822598
40739_at,-0.168911187
1503_at,-0.168963493
39721_at,-0.169000411
1832_at,-0.169129301
32599_at,-0.169133888
38412_at,-0.169146625
1704_at,-0.16915432
41636_at,-0.16968267
38755_at,-0.170098462
40453_s_at,-0.170157444
33750_at,-0.170379762
33748_at,-0.170559516
41501_at,-0.171678891
33229_at,-0.171886922
335_r_at,-0.171958682
692_s_at,-0.172013633
40856_at,-0.172228279
37099_at,-0.172294631
33136_at,-0.172329359
401_s_at,-0.17241879
39328_at,-0.172612401
36683_at,-0.172943065
36168_at,-0.173089084
38997_at,-0.173092231
41762_at,-0.173108553
34819_at,-0.173205164
40781_at,-0.173276878
34553_at,-0.173285607
36344_at,-0.173395975
464_s_at,-0.173479198
31486_s_at,-0.173624606
34527_r_at,-0.17389491
40893_at,-0.173900288
38177_at,-0.174045239
2035_s_at,-0.174110396
1398_g_at,-0.17411425
40851_r_at,-0.174295931
31419_r_at,-0.17432255
31831_at,-0.174389644
38584_at,-0.174657391
793_at,-0.174834705
1917_at,-0.174837548
40016_g_at,-0.174873362
1343_s_at,-0.174966318
38318_at,-0.17512514
34015_at,-0.175164549
40648_at,-0.175171895
33178_at,-0.175190774
40175_at,-0.175287448
1271_g_at,-0.175400364
36800_at,-0.175430595
34957_at,-0.175531398
1128_s_at,-0.175692485
33616_at,-0.175731718
33069_f_at,-0.175844849
32146_s_at,-0.176023921
40237_at,-0.176224958
39879_s_at,-0.176327146
37483_at,-0.176499527
332_at,-0.176617704
38438_at,-0.17666994
32716_at,-0.176864561
33241_at,-0.176928277
37650_at,-0.176998703
37891_at,-0.177112717
37644_s_at,-0.177301481
39690_at,-0.17766136
38816_at,-0.177702066
38604_at,-0.177764079
1083_s_at,-0.178022901
41750_at,-0.178068041
34922_at,-0.178083374
854_at,-0.178109916
40405_at,-0.178182883
37254_at,-0.178196445
36956_at,-0.178416834
39028_at,-0.17889048
38455_at,-0.179190991
399_at,-0.17946106
41289_at,-0.179528282
33938_g_at,-0.179568516
40787_at,-0.179928648
37537_at,-0.18017341
41434_at,-0.180313652
33674_at,-0.180833142
1079_g_at,-0.181036427
902_at,-0.181452982
39607_at,-0.18162156
39142_at,-0.181645307
36626_at,-0.181784178
36147_at,-0.181815201
38504_at,-0.181935207
38902_r_at,-0.182204317
41857_r_at,-0.182339285
34425_at,-0.182387027
40971_at,-0.183349415
1608_at,-0.183399659
31824_at,-0.183458597
33079_at,-0.183883378
33146_at,-0.184098983
971_s_at,-0.184362952
34909_at,-0.184445276
40874_at,-0.184457075
1792_g_at,-0.184521402
35978_at,-0.184614476
35063_at,-0.184629163
635_s_at,-0.185003888
34272_at,-0.185046637
35304_at,-0.185058556
38354_at,-0.185072422
39713_at,-0.185137189
38833_at,-0.185353341
35341_at,-0.185469195
362_at,-0.185752509
864_at,-0.185871891
41648_at,-0.186167907
32334_f_at,-0.186348382
37590_g_at,-0.186490435
37914_at,-0.186492341
34059_at,-0.186791132
31918_at,-0.186819893
38041_at,-0.186995792
33245_at,-0.18705749
38799_at,-0.18717146
36878_f_at,-0.187357682
41672_at,-0.187374697
38297_at,-0.187419097
589_at,-0.187566552
33845_at,-0.187701154
41458_at,-0.187805509
35086_at,-0.187810404
41561_s_at,-0.187828136
38063_at,-0.187847266
38699_at,-0.187881127
40296_at,-0.187892329
1978_at,-0.187944705
41614_at,-0.187981988
36024_at,-0.18833127
33807_at,-0.188348681
36908_at,-0.188372782
37408_at,-0.188654989
38969_at,-0.188691536
478_g_at,-0.188974719
39920_r_at,-0.189000735
594_s_at,-0.189077463
32988_at,-0.189293177
41134_at,-0.189489912
40318_at,-0.189511741
36545_s_at,-0.189685387
34823_at,-0.18971116
41642_at,-0.189718508
33758_f_at,-0.189720169
39855_at,-0.18979333
31962_at,-0.190354947
33763_at,-0.190491068
1082_at,-0.190662746
1469_at,-0.190706684
40925_at,-0.190802271
33933_at,-0.190896515
771_s_at,-0.190903564
1463_at,-0.191042065
36658_at,-0.191287802
38279_at,-0.191381398
32987_at,-0.191425375
41154_r_at,-0.191590239
34697_at,-0.191884736
32106_at,-0.191947342
34675_at,-0.192015539
36095_at,-0.192077806
1032_at,-0.19240957
34725_at,-0.192769748
38192_at,-0.192827467
614_at,-0.192885409
370_at,-0.193028195
34240_s_at,-0.19331153
33672_f_at,-0.193540385
32033_at,-0.193880544
40604_at,-0.194137229
1261_i_at,-0.194150063
31407_at,-0.194244289
1524_at,-0.194280839
38449_at,-0.194332489
31396_r_at,-0.194395454
32763_r_at,-0.19445341
36892_at,-0.194788329
34377_at,-0.194946
32647_at,-0.195013897
40132_g_at,-0.195135299
39670_at,-0.19528584
39906_r_at,-0.195725772
39857_at,-0.195731246
36644_at,-0.195836631
1164_at,-0.195838204
35746_r_at,-0.19595227
38397_at,-0.196000024
36011_at,-0.196125445
37718_at,-0.196178847
41039_at,-0.196509668
34809_at,-0.196520033
32772_s_at,-0.196565753
37510_at,-0.196583559
34803_at,-0.196711341
1662_r_at,-0.196968772
1680_at,-0.196984276
848_at,-0.197076997
36082_at,-0.197135592
31736_at,-0.197262351
36384_at,-0.197263341
38802_at,-0.197374233
32923_r_at,-0.197544697
38891_at,-0.19756632
32742_s_at,-0.197819452
39279_at,-0.198030152
38062_at,-0.198109885
37265_at,-0.19815068
36807_at,-0.198439201
39115_at,-0.198619851
36288_at,-0.198669436
1936_s_at,-0.198677883
37536_at,-0.198706958
681_at,-0.199171153
37172_at,-0.199275467
31935_s_at,-0.19938813
35956_s_at,-0.199820583
31637_s_at,-0.199822118
37830_at,-0.200257653
1329_s_at,-0.200492146
190_at,-0.200948289
33348_at,-0.200975632
40847_at,-0.201002642
38311_at,-0.20127455
2011_s_at,-0.20130814
32803_at,-0.201425589
32224_at,-0.201645019
39015_f_at,-0.201652201
35653_at,-0.201708695
31792_at,-0.201761766
31608_g_at,-0.201777989
40394_at,-0.202040702
32592_at,-0.202096597
1025_g_at,-0.202165805
31899_at,-0.20241971
37743_at,-0.202422686
1907_at,-0.202502249
1222_at,-0.20251126
612_s_at,-0.202583492
844_at,-0.202766335
39364_s_at,-0.203184629
34727_at,-0.20321128
32028_at,-0.203271806
39473_r_at,-0.203310002
38483_at,-0.203457616
1568_s_at,-0.203604007
2018_at,-0.203755567
37051_at,-0.203817114
34187_at,-0.203894198
39385_at,-0.203967651
40592_at,-0.204034871
37084_at,-0.204072919
33390_at,-0.204365622
35671_at,-0.204417816
40723_at,-0.204544692
41038_at,-0.204548434
555_at,-0.204555971
34106_at,-0.204701372
32465_at,-0.20493657
32407_f_at,-0.204979537
36190_at,-0.205163086
1426_at,-0.205472371
36501_at,-0.205483103
1507_s_at,-0.205876516
36675_r_at,-0.20592265
35603_at,-0.206151955
41433_at,-0.206178746
1627_at,-0.206366855
36619_r_at,-0.206466419
31491_s_at,-0.20652981
845_at,-0.206633431
33454_at,-0.206636689
322_at,-0.206734048
33605_at,-0.206765953
35027_at,-0.207158641
39548_at,-0.207344123
38712_at,-0.207430414
39160_at,-0.207825343
794_at,-0.20831646
39585_at,-0.208507843
38519_at,-0.208562184
34772_at,-0.209080346
36451_at,-0.209203344
40439_at,-0.209696533
890_at,-0.209768759
35242_at,-0.210053832
39522_at,-0.210076768
450_g_at,-0.210082685
41573_at,-0.210099592
33406_at,-0.210268267
35206_at,-0.210313329
277_at,-0.210491015
677_s_at,-0.210636851
34993_at,-0.210678997
32854_at,-0.211103223
32070_at,-0.211127933
38845_at,-0.211324541
32756_at,-0.211655733
38048_at,-0.211851146
41015_at,-0.211907359
36181_at,-0.2119139
37934_at,-0.212640438
1572_s_at,-0.212655455
1111_at,-0.212698267
1074_at,-0.212753771
33463_at,-0.213045143
32479_at,-0.213172017
39413_at,-0.213304595
32389_at,-0.213370112
38402_at,-0.213548181
41003_at,-0.213683888
1328_at,-0.213838796
34631_at,-0.213966978
1340_s_at,-0.214046981
32335_r_at,-0.214155766
40828_at,-0.214244207
37206_at,-0.214451236
33785_at,-0.214476625
35425_at,-0.214523023
33863_at,-0.21484696
40301_at,-0.215223697
33779_at,-0.215548677
36590_at,-0.215580551
35284_f_at,-0.215591344
857_at,-0.215802123
40266_at,-0.215806148
37895_at,-0.215981776
33018_at,-0.216214426
34170_s_at,-0.216325081
31823_at,-0.216548318
40479_at,-0.216704063
35547_at,-0.217530291
35621_at,-0.217624863
39930_at,-0.218006768
33002_at,-0.218325679
33161_at,-0.218401744
35243_at,-0.218695834
41679_at,-0.218700282
34862_at,-0.218794262
41189_at,-0.218795403
39526_at,-0.218882736
34524_at,-0.218916776
32833_at,-0.219238854
41077_at,-0.21934024
35188_at,-0.219344576
41127_at,-0.219460455
38574_at,-0.219486712
40431_at,-0.219723306
36356_at,-0.219723899
41343_at,-0.219958891
31817_at,-0.22033435
39937_at,-0.220433933
1793_at,-0.220474608
36825_at,-0.220487383
36609_at,-0.2206932
205_g_at,-0.22073575
40159_r_at,-0.22082148
41254_at,-0.220866427
41795_at,-0.221037938
34961_at,-0.221191725
34512_at,-0.221292908
34217_at,-0.22132238
33251_at,-0.221768163
35999_r_at,-0.222497703
31810_g_at,-0.222799652
33441_at,-0.22280633
33839_at,-0.222843187
33519_at,-0.222869766
36303_f_at,-0.223039451
33924_at,-0.223102452
36569_at,-0.223189899
37012_at,-0.22319123
698_f_at,-0.223267076
40937_at,-0.223398384
41378_at,-0.223403697
40791_at,-0.223472086
37531_at,-0.223557231
36929_at,-0.223586932
32203_at,-0.223592734
39692_at,-0.223665819
36077_at,-0.223699633
32485_at,-0.223749634
36392_at,-0.224055072
348_at,-0.224056385
32039_at,-0.224058938
34340_at,-0.224278031
34738_at,-0.224313191
AFFX-HUMISGF3A/M97935_MA_at,-0.224463774
34169_s_at,-0.224616164
38435_at,-0.224744606
37315_f_at,-0.225188313
33382_at,-0.225233992
40852_at,-0.22528209
39683_at,-0.225474032
38952_s_at,-0.225672388
40608_at,-0.22575466
41527_f_at,-0.226414914
40024_at,-0.226506461
36540_at,-0.226518906
38389_at,-0.226600306
33642_s_at,-0.22663235
454_at,-0.226774234
32640_at,-0.226830597
33354_at,-0.227044496
35228_at,-0.227393762
41478_at,-0.227462936
34181_at,-0.227595823
31979_at,-0.227925951
35486_at,-0.227981853
37706_at,-0.228051571
32332_at,-0.228318713
32698_at,-0.228472362
39687_at,-0.228722213
393_s_at,-0.228810912
40960_at,-0.228922001
36138_at,-0.229077174
1518_at,-0.229268206
34409_at,-0.229356477
32783_at,-0.229381675
1085_s_at,-0.229395726
31800_at,-0.229489243
34720_at,-0.229857932
37880_at,-0.229870554
36470_s_at,-0.23043757
33988_at,-0.230449347
1363_at,-0.23046279
38517_at,-0.2305002
37031_at,-0.230608943
34405_at,-0.230614809
39576_at,-0.230625601
37482_at,-0.231298097
34256_at,-0.231391364
35832_at,-0.231606685
35711_at,-0.23167958
37802_r_at,-0.231733747
37361_at,-0.231849275
142_at,-0.231933379
33662_at,-0.232071751
1454_at,-0.232368224
1219_at,-0.232552572
38298_at,-0.232636514
106_at,-0.232651369
1712_s_at,-0.232703047
41671_at,-0.232807106
34876_at,-0.23299551
32170_g_at,-0.233257852
34788_at,-0.233599164
34689_at,-0.233764354
39694_at,-0.233776627
36692_at,-0.234464337
37735_at,-0.234693905
35840_at,-0.234888829
37026_at,-0.23499365
33448_at,-0.235007094
1820_g_at,-0.235186211
33882_at,-0.235297819
35777_at,-0.235352727
36836_at,-0.235734873
33331_at,-0.235945871
41706_at,-0.236116716
35625_at,-0.23618907
444_g_at,-0.236236343
31754_at,-0.236668852
34110_g_at,-0.236684753
547_s_at,-0.236715048
40645_at,-0.236740522
37946_at,-0.236861325
40678_at,-0.237082599
38836_at,-0.237322123
32525_r_at,-0.237955567
40635_at,-0.238027015
32160_at,-0.238362315
39552_at,-0.238645393
37229_at,-0.238890845
38980_at,-0.23899248
32363_at,-0.239044385
40495_at,-0.239142646
36158_at,-0.239197474
603_at,-0.239252197
39998_at,-0.239510592
33678_i_at,-0.239530865
39260_at,-0.239559298
41461_at,-0.239786735
36874_at,-0.239860083
39876_at,-0.240127836
37167_at,-0.24061698
1670_at,-0.240696464
1697_s_at,-0.240776212
38267_at,-0.240801125
33192_g_at,-0.241081283
38037_at,-0.241361447
39765_at,-0.241774211
38169_s_at,-0.241919392
41002_at,-0.242167721
36742_at,-0.242178842
41417_at,-0.24245926
39709_at,-0.242532557
1695_at,-0.242614602
292_s_at,-0.242802473
35618_at,-0.242907185
34329_at,-0.242947947
40445_at,-0.243038651
34636_at,-0.243287753
40107_at,-0.243579304
40202_at,-0.243772653
2075_s_at,-0.243833408
1292_at,-0.243974255
1225_g_at,-0.244257254
38278_at,-0.244328313
39169_at,-0.24443257
1643_g_at,-0.245486763
33466_at,-0.245941628
34394_at,-0.24605968
37498_at,-0.246117765
31964_at,-0.246266919
34282_at,-0.246449466
39356_at,-0.246455429
37593_at,-0.246567363
38822_at,-0.246632043
35402_at,-0.246642635
37757_at,-0.246723191
41455_at,-0.246821642
32127_at,-0.247049343
33248_at,-0.247160769
1639_s_at,-0.24726883
1366_i_at,-0.247289565
34247_at,-0.247326833
37969_at,-0.247360634
37956_at,-0.247414667
40521_at,-0.248090293
850_r_at,-0.248396331
37884_f_at,-0.24845903
33722_at,-0.248728125
33458_r_at,-0.248835054
425_at,-0.248987355
39934_at,-0.249326186
1589_s_at,-0.249376781
33424_at,-0.24951988
40239_g_at,-0.24967429
35359_at,-0.249783926
33360_at,-0.24994051
41817_g_at,-0.250019631
37163_at,-0.25011361
34722_at,-0.250193335
35675_at,-0.250297689
449_at,-0.250779943
36494_at,-0.25154985
35361_at,-0.251681129
2029_at,-0.251726833
37861_at,-0.251976858
1101_at,-0.252040648
33852_at,-0.25223382
41143_at,-0.252246063
1394_at,-0.25258163
36627_at,-0.252800513
2067_f_at,-0.252910818
40692_at,-0.252928016
39833_at,-0.253355848
37003_at,-0.253382098
39608_at,-0.253524271
39503_s_at,-0.253735294
34389_at,-0.253782374
40920_at,-0.254454101
40050_at,-0.254497425
1224_at,-0.254530277
39776_at,-0.254612901
31794_at,-0.255078294
34771_at,-0.255279599
552_at,-0.255734579
38172_at,-0.255770928
41742_s_at,-0.255976125
38537_at,-0.256429253
39873_at,-0.256639074
35825_s_at,-0.256952965
36759_at,-0.257336497
AFFX-BioC-3_at,-0.257441115
37687_i_at,-0.257478883
39753_at,-0.257540955
32970_f_at,-0.257886379
37603_at,-0.25791704
39777_at,-0.258081912
33500_i_at,-0.258121039
41612_at,-0.258311853
39254_at,-0.258383678
41816_at,-0.258953115
32001_s_at,-0.259137947
1802_s_at,-0.259458208
33457_at,-0.259957061
1818_at,-0.260030674
1909_at,-0.260153842
36025_at,-0.260359909
39441_at,-0.260708264
34655_at,-0.260905229
36934_at,-0.26103528
344_s_at,-0.261133306
1372_at,-0.26172244
39956_at,-0.262902832
40859_at,-0.263100296
234_s_at,-0.263132474
33068_f_at,-0.263152723
39531_at,-0.263263694
41522_at,-0.263354643
35339_at,-0.263434109
37836_at,-0.263531232
40145_at,-0.263541924
37171_at,-0.263681996
501_g_at,-0.263764965
35507_at,-0.264004219
32598_at,-0.264118462
37628_at,-0.264244253
32257_f_at,-0.264365579
38341_at,-0.26459174
801_at,-0.265167652
37549_g_at,-0.265181388
32216_r_at,-0.265250418
686_s_at,-0.265484154
38440_s_at,-0.265631913
36109_at,-0.2657667
35437_at,-0.265904089
38707_r_at,-0.265962187
32079_at,-0.266070806
34185_at,-0.266097303
37472_at,-0.266188154
41524_at,-0.266466376
41796_at,-0.266546609
33994_g_at,-0.26662833
36066_at,-0.266693314
32545_r_at,-0.266697214
37645_at,-0.267041728
38729_at,-0.26710189
33337_at,-0.267312294
1970_s_at,-0.26794601
41227_at,-0.268134486
41476_at,-0.268331909
37973_at,-0.268377399
32149_at,-0.268416648
40332_at,-0.268665035
34406_at,-0.268838544
32543_at,-0.269034737
41406_at,-0.269296073
34402_at,-0.269506649
1113_at,-0.269691097
37975_at,-0.269993893
469_at,-0.270012675
41074_at,-0.270400101
37431_at,-0.270514716
39383_at,-0.270618187
34216_at,-0.270776336
37527_at,-0.271139423
40812_at,-0.271182309
37545_at,-0.271193159
37339_at,-0.27148769
36374_at,-0.271495132
33313_g_at,-0.271588133
37117_at,-0.27162066
34986_at,-0.272021048
40688_at,-0.272168367
1833_at,-0.272286858
40513_at,-0.272449182
36835_at,-0.272506153
36903_at,-0.272572559
33158_at,-0.272711634
41491_s_at,-0.272933525
36404_at,-0.272993246
34740_at,-0.273194094
40217_s_at,-0.273393742
40545_at,-0.273440103
39400_at,-0.27369364
39959_at,-0.273930214
32209_at,-0.274125599
623_s_at,-0.274208707
35000_at,-0.274234308
32629_f_at,-0.274338087
32611_at,-0.27486708
35611_at,-0.274915628
41448_at,-0.274976947
34517_at,-0.275243992
35211_at,-0.275264165
37136_at,-0.275327668
1861_at,-0.275617263
38178_at,-0.276203957
33878_at,-0.276405567
34054_at,-0.276567804
41641_at,-0.276720711
37639_at,-0.276724579
37433_at,-0.276784654
812_at,-0.27728907
40912_s_at,-0.277428059
36962_at,-0.27751493
36234_at,-0.277744397
645_at,-0.277811823
37652_at,-0.277853784
37073_at,-0.278314905
38200_at,-0.278328143
38894_g_at,-0.278358093
36867_at,-0.278419685
33774_at,-0.278583256
37184_at,-0.278742066
38568_at,-0.278905286
760_at,-0.279135804
940_g_at,-0.279955988
36793_at,-0.280816736
919_at,-0.280920888
32329_at,-0.280959079
32857_at,-0.281054983
34877_at,-0.281061023
35643_at,-0.281433575
41537_r_at,-0.282087383
34747_at,-0.282132938
1827_s_at,-0.282389902
35090_g_at,-0.282577303
1220_g_at,-0.282724233
37391_at,-0.282726069
39973_at,-0.282765233
35162_s_at,-0.283164993
33400_r_at,-0.283277672
38230_at,-0.283278279
36524_at,-0.28339533
36588_at,-0.283566192
31846_at,-0.28363593
32144_at,-0.28372655
826_at,-0.283898216
31837_at,-0.283927158
873_at,-0.283986351
39750_at,-0.284186192
1496_at,-0.284735045
40618_at,-0.284767935
38783_at,-0.285092998
520_at,-0.285340875
32565_at,-0.285558314
37524_at,-0.286318691
33407_at,-0.286448084
37931_at,-0.28653809
40358_at,-0.286567365
36488_at,-0.287009603
41842_at,-0.28720386
32625_at,-0.287331661
39432_at,-0.287612467
36486_at,-0.28786046
41523_at,-0.287867594
36708_at,-0.287929893
32260_at,-0.288059725
41101_at,-0.288313036
AFFX-CreX-3_at,-0.288353082
41033_at,-0.288448552
40733_f_at,-0.288613055
40444_s_at,-0.288881654
429_f_at,-0.289301713
34060_g_at,-0.289402185
35431_g_at,-0.28965548
41743_i_at,-0.289890026
36241_r_at,-0.289938692
39700_at,-0.290079863
34843_at,-0.290825349
31898_at,-0.29129799
33385_g_at,-0.291569942
39452_s_at,-0.291733952
37686_s_at,-0.291783964
1305_s_at,-0.292015888
37429_g_at,-0.292524158
944_s_at,-0.292675086
35071_s_at,-0.292941988
1614_s_at,-0.293110109
40461_at,-0.293323601
32059_at,-0.293382892
33814_at,-0.293579701
39995_s_at,-0.293736152
34028_at,-0.293782484
33812_at,-0.293815241
40489_at,-0.294445161
37208_at,-0.294456929
419_at,-0.294656348
38798_s_at,-0.2946981
2001_g_at,-0.294833838
33881_at,-0.29540964
39026_r_at,-0.295467393
37560_at,-0.295492044
41526_at,-0.295549695
41372_at,-0.295628072
361_at,-0.29579719
33900_at,-0.295813168
34796_at,-0.296273694
40574_at,-0.296336538
38971_r_at,-0.296368733
33133_at,-0.29637593
37517_at,-0.296689394
40779_at,-0.296728703
41779_at,-0.297110595
37746_r_at,-0.297350447
39711_at,-0.297379068
34782_at,-0.297436694
33733_at,-0.297437325
39424_at,-0.297657154
38088_r_at,-0.297748571
34303_at,-0.297823019
41355_at,-0.297945984
35155_at,-0.29822832
35393_at,-0.298243478
37276_at,-0.298417509
34752_at,-0.29846042
38592_s_at,-0.298517951
35363_at,-0.298592298
34835_at,-0.29873771
35152_at,-0.298902028
1423_at,-0.299558923
33888_at,-0.300106841
1121_g_at,-0.300280347
33875_at,-0.300335613
38632_at,-0.300345165
35658_at,-0.301118441
36633_at,-0.301161518
40238_at,-0.301328023
38749_at,-0.301833536
1253_at,-0.302464256
36931_at,-0.302588391
1997_s_at,-0.30271558
41147_at,-0.302828067
32681_at,-0.302907016
38292_at,-0.302915757
33822_at,-0.302936865
40478_at,-0.303092083
1108_s_at,-0.303319054
41086_at,-0.303343568
40093_at,-0.303545359
160020_at,-0.303562184
36514_at,-0.303803064
927_s_at,-0.303874242
39243_s_at,-0.304030385
33606_g_at,-0.304360464
33130_at,-0.304448103
41098_at,-0.30448803
36060_at,-0.304564762
32544_s_at,-0.304646647
304_at,-0.305005006
38042_at,-0.305363052
238_at,-0.305418847
31675_s_at,-0.305587994
36552_at,-0.305768925
38511_at,-0.30584339
39224_at,-0.306147531
39283_at,-0.306442013
41089_at,-0.306465206
1772_s_at,-0.306486609
33840_at,-0.306866889
36452_at,-0.307449712
41022_r_at,-0.308446381
1008_f_at,-0.308866311
34768_at,-0.309122097
1582_at,-0.309374093
41420_at,-0.309812019
2093_s_at,-0.310094786
39872_at,-0.310297112
40980_at,-0.310374109
41682_s_at,-0.310426749
39293_at,-0.310672907
37932_at,-0.311088624
37437_at,-0.311184685
38388_at,-0.31129361
1095_s_at,-0.311465311
1137_at,-0.311639086
32215_i_at,-0.312143607
38837_at,-0.312665193
35673_at,-0.312772439
39036_g_at,-0.312906525
33647_s_at,-0.313063183
1420_s_at,-0.313443261
39084_at,-0.31348485
40116_at,-0.313592445
610_at,-0.31393809
32336_at,-0.314594493
1564_at,-0.314644937
41465_at,-0.314809307
35331_at,-0.314952584
1964_g_at,-0.315105995
41318_g_at,-0.315181262
38815_at,-0.315292972
35961_at,-0.315699659
32860_g_at,-0.315945516
35695_at,-0.316023283
1388_g_at,-0.316379417
714_at,-0.316970488
35266_at,-0.316985166
963_at,-0.3176282
32769_at,-0.317655754
199_s_at,-0.317666397
41109_at,-0.317688304
35974_at,-0.317758336
35336_at,-0.317938223
36029_at,-0.318032109
942_at,-0.318066582
36525_at,-0.31818874
1596_g_at,-0.319263278
34411_at,-0.319323925
1321_s_at,-0.319568117
1367_f_at,-0.31972908
38218_at,-0.319878424
35628_at,-0.320534844
39122_at,-0.320639243
36950_at,-0.320782561
950_at,-0.320903041
39411_at,-0.320953794
40514_at,-0.321182752
37985_at,-0.321190977
36396_at,-0.321534466
691_g_at,-0.32154343
1801_at,-0.321690236
37300_at,-0.321993485
32094_at,-0.322386938
722_at,-0.32266833
41713_at,-0.32306636
279_at,-0.323112024
32123_at,-0.323344383
38545_at,-0.323643325
1421_at,-0.323710142
40649_at,-0.324094515
37821_at,-0.324321719
35283_at,-0.324910155
37849_at,-0.324932067
41045_at,-0.325309831
41819_at,-0.32537532
1382_at,-0.32574997
39979_at,-0.325907102
38653_at,-0.326215451
38074_at,-0.326317783
38773_at,-0.326320387
1822_at,-0.326457609
915_at,-0.327319606
37365_at,-0.327393155
37719_at,-0.32771562
40091_at,-0.327807009
37643_at,-0.328016546
35207_at,-0.329011493
1257_s_at,-0.329083685
AFFX-HUMISGF3A/M97935_5_at,-0.329402712
35839_at,-0.329548351
34730_g_at,-0.329744145
37287_at,-0.329761905
35740_at,-0.329798491
41666_at,-0.330309945
33690_at,-0.330537922
32674_at,-0.330759008
38590_r_at,-0.331501002
37550_at,-0.331653419
33009_at,-0.33184579
40926_at,-0.332589114
AFFX-CreX-5_at,-0.332670535
31830_s_at,-0.332704236
32882_at,-0.332826264
37797_at,-0.332937389
35382_at,-0.333806674
41379_at,-0.333997679
40580_r_at,-0.334104196
37759_at,-0.334304096
32735_at,-0.334641346
38130_s_at,-0.334847325
40420_at,-0.335116094
32588_s_at,-0.335518041
248_at,-0.335654804
37883_i_at,-0.336508589
2049_s_at,-0.336606728
35783_at,-0.336884724
41140_at,-0.336905601
32700_at,-0.337294084
36614_at,-0.337488769
624_at,-0.338186213
41831_at,-0.338196324
1834_at,-0.338488377
41348_at,-0.338517031
